Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Loss Category,Loss per User ($),Period,Severity Score
USA,2021,Man-in-the-Middle,Education,36.06,48987,Unknown,Zero-day,VPN,58,Low,736.11,2020 & After,0.236
Russia,2021,SQL Injection,Telecommunications,68.07,538602,Insider,Unpatched Software,VPN,19,Medium,126.38,2020 & After,0.624
Japan,2015,Malware,Healthcare,26.29,808392,Hacker Group,Weak Passwords,AI-based Detection,4,Low,32.52,Before 2020,0.481
UK,2015,Ransomware,IT,26.12,21580,Unknown,Weak Passwords,AI-based Detection,14,Low,1210.38,Before 2020,0.165
France,2020,Phishing,Government,94.44,209658,Insider,Zero-day,VPN,11,High,450.45,2020 & After,0.651
Japan,2017,Man-in-the-Middle,Retail,74.12,559889,Nation-state,Zero-day,VPN,10,Medium,132.38,Before 2020,0.669
France,2015,SQL Injection,Government,12.92,344516,Insider,Zero-day,VPN,28,Low,37.5,Before 2020,0.215
Australia,2024,Phishing,Retail,73.43,897569,Hacker Group,Social Engineering,AI-based Detection,66,Medium,81.81,2020 & After,0.8
Australia,2023,SQL Injection,Healthcare,99.19,538688,Nation-state,Zero-day,Encryption,36,High,184.13,2020 & After,0.811
China,2015,DDoS,Government,22.71,303975,Nation-state,Social Engineering,Firewall,2,Low,74.71,Before 2020,0.258
Japan,2022,SQL Injection,Telecommunications,67.62,822256,Insider,Unpatched Software,Firewall,60,Medium,82.24,2020 & After,0.735
Russia,2019,Man-in-the-Middle,Healthcare,53.82,521877,Unknown,Zero-day,Encryption,66,Medium,103.13,Before 2020,0.532
Brazil,2016,SQL Injection,Education,55.83,758258,Unknown,Zero-day,Encryption,44,Medium,73.63,Before 2020,0.638
Brazil,2016,DDoS,IT,17.12,988369,Hacker Group,Weak Passwords,AI-based Detection,26,Low,17.32,Before 2020,0.498
France,2022,Malware,Healthcare,67.89,325521,Hacker Group,Social Engineering,VPN,69,Medium,208.56,2020 & After,0.538
Germany,2021,Ransomware,IT,5.54,254933,Nation-state,Social Engineering,AI-based Detection,41,Low,21.73,2020 & After,0.135
UK,2023,DDoS,Government,55.28,339144,Hacker Group,Unpatched Software,VPN,26,Medium,163,2020 & After,0.467
India,2022,Ransomware,Education,57.52,170002,Unknown,Unpatched Software,AI-based Detection,54,Medium,338.35,2020 & After,0.413
Japan,2019,DDoS,Government,74.65,491269,Nation-state,Zero-day,Firewall,67,Medium,151.95,Before 2020,0.645
China,2019,Phishing,Banking,49.14,341100,Insider,Social Engineering,Firewall,37,Medium,144.06,Before 2020,0.431
India,2018,DDoS,Government,36.04,446170,Insider,Unpatched Software,VPN,72,Low,80.78,Before 2020,0.395
India,2015,Malware,Telecommunications,14.09,28398,Insider,Zero-day,Encryption,22,Low,496.16,Before 2020,0.096
France,2017,Ransomware,Telecommunications,66.36,180698,Hacker Group,Zero-day,Encryption,53,Medium,367.24,Before 2020,0.471
Germany,2017,Malware,Healthcare,8.53,676384,Unknown,Social Engineering,VPN,44,Low,12.61,Before 2020,0.322
Brazil,2015,Ransomware,Healthcare,61.91,961557,Insider,Unpatched Software,Firewall,64,Medium,64.39,Before 2020,0.756
Japan,2020,Phishing,Education,54.47,345334,Hacker Group,Weak Passwords,Antivirus,25,Medium,157.73,2020 & After,0.465
Russia,2024,Phishing,Education,87.88,263407,Nation-state,Zero-day,Antivirus,8,High,333.63,2020 & After,0.633
Russia,2017,Phishing,IT,89.22,791350,Nation-state,Social Engineering,Antivirus,32,High,112.74,Before 2020,0.852
China,2022,Ransomware,Telecommunications,64.92,591819,Unknown,Zero-day,Antivirus,49,Medium,109.7,2020 & After,0.626
UK,2016,SQL Injection,IT,6.59,186612,Unknown,Unpatched Software,Antivirus,30,Low,35.31,Before 2020,0.114
Japan,2018,Ransomware,Retail,48,187730,Nation-state,Weak Passwords,AI-based Detection,26,Medium,255.69,Before 2020,0.363
France,2015,SQL Injection,IT,87.78,6456,Hacker Group,Social Engineering,Firewall,69,High,13596.65,Before 2020,0.529
Japan,2020,Malware,Banking,15.73,762662,Hacker Group,Zero-day,Firewall,56,Low,20.63,2020 & After,0.4
UK,2015,Phishing,IT,30.26,256396,Hacker Group,Zero-day,Encryption,29,Low,118.02,Before 2020,0.284
Brazil,2021,SQL Injection,Healthcare,54.59,437634,Unknown,Weak Passwords,AI-based Detection,29,Medium,124.74,2020 & After,0.503
Russia,2015,Malware,Healthcare,63.09,80855,Nation-state,Zero-day,AI-based Detection,53,Medium,780.29,Before 2020,0.411
India,2016,Phishing,Retail,59.36,967614,Nation-state,Unpatched Software,AI-based Detection,71,Medium,61.35,Before 2020,0.743
Japan,2020,Ransomware,IT,79.52,934400,Unknown,Social Engineering,VPN,4,Medium,85.1,2020 & After,0.851
Germany,2023,Man-in-the-Middle,Telecommunications,87.83,547719,Unknown,Weak Passwords,AI-based Detection,22,High,160.36,2020 & After,0.746
China,2016,Malware,Healthcare,96.63,808984,Unknown,Weak Passwords,Firewall,26,High,119.45,Before 2020,0.904
Japan,2023,Ransomware,Banking,52.86,261038,Nation-state,Social Engineering,Encryption,48,Medium,202.5,2020 & After,0.422
China,2024,Phishing,Education,4.01,841054,Insider,Zero-day,Antivirus,49,Low,4.77,2020 & After,0.361
China,2019,Ransomware,IT,68.02,175038,Hacker Group,Weak Passwords,VPN,67,Medium,388.6,Before 2020,0.478
Russia,2022,Phishing,Retail,67.17,774613,Hacker Group,Weak Passwords,Encryption,53,Medium,86.71,2020 & After,0.713
Japan,2021,Phishing,Healthcare,37.45,558357,Hacker Group,Weak Passwords,VPN,49,Low,67.07,2020 & After,0.448
India,2017,Phishing,Retail,36.78,620056,Nation-state,Weak Passwords,Firewall,14,Low,59.32,Before 2020,0.469
Russia,2018,Malware,Healthcare,40.66,90640,Unknown,Social Engineering,Encryption,56,Medium,448.59,Before 2020,0.28
Russia,2022,Ransomware,Retail,76.93,449596,Unknown,Unpatched Software,AI-based Detection,3,Medium,171.11,2020 & After,0.642
Australia,2020,Ransomware,Healthcare,58.91,207842,Nation-state,Social Engineering,Antivirus,40,Medium,283.44,2020 & After,0.437
Germany,2017,Phishing,Retail,93.6,908249,Nation-state,Zero-day,AI-based Detection,53,High,103.06,Before 2020,0.925
Japan,2017,Phishing,Healthcare,47.39,470895,Nation-state,Social Engineering,Encryption,63,Medium,100.64,Before 2020,0.473
France,2017,Malware,Education,3.21,342049,Nation-state,Unpatched Software,AI-based Detection,31,Low,9.38,Before 2020,0.156
Brazil,2018,Phishing,Banking,98.75,316891,Hacker Group,Social Engineering,Antivirus,55,High,311.62,Before 2020,0.719
India,2019,Man-in-the-Middle,Education,27.45,633466,Unknown,Zero-day,AI-based Detection,16,Low,43.33,Before 2020,0.418
USA,2023,Malware,Telecommunications,23.98,123866,Nation-state,Zero-day,Firewall,43,Low,193.6,2020 & After,0.193
France,2017,DDoS,Telecommunications,79.93,305905,Unknown,Unpatched Software,Encryption,44,Medium,261.29,Before 2020,0.602
Russia,2023,SQL Injection,Telecommunications,3.66,702942,Nation-state,Unpatched Software,AI-based Detection,34,Low,5.21,2020 & After,0.303
Brazil,2016,Man-in-the-Middle,Retail,72.78,11339,Hacker Group,Social Engineering,AI-based Detection,34,Medium,6418.56,Before 2020,0.441
UK,2017,SQL Injection,Banking,73.88,8385,Nation-state,Social Engineering,AI-based Detection,69,Medium,8810.97,Before 2020,0.447
Russia,2024,Ransomware,Banking,52.8,21810,Insider,Zero-day,VPN,48,Medium,2420.91,2020 & After,0.326
India,2018,Man-in-the-Middle,Healthcare,94.6,7347,Insider,Zero-day,AI-based Detection,7,High,12876,Before 2020,0.571
Germany,2021,SQL Injection,Education,1.62,61463,Hacker Group,Weak Passwords,Antivirus,58,Low,26.36,2020 & After,0.034
Russia,2020,DDoS,Healthcare,0.82,683572,Insider,Zero-day,Antivirus,69,Low,1.2,2020 & After,0.278
Germany,2015,Malware,Healthcare,90.91,654633,Nation-state,Weak Passwords,Antivirus,43,High,138.87,Before 2020,0.807
Japan,2021,DDoS,Banking,32.84,311274,Hacker Group,Zero-day,Encryption,67,Low,105.5,2020 & After,0.322
Russia,2017,Malware,Education,63.33,185208,Unknown,Zero-day,Firewall,3,Medium,341.94,Before 2020,0.454
Russia,2022,Man-in-the-Middle,Healthcare,27.82,182378,Insider,Social Engineering,AI-based Detection,10,Low,152.54,2020 & After,0.24
China,2016,Phishing,IT,7.73,800480,Unknown,Zero-day,VPN,31,Low,9.66,Before 2020,0.367
India,2019,DDoS,Banking,46.98,147761,Unknown,Unpatched Software,AI-based Detection,68,Medium,317.95,Before 2020,0.341
Russia,2024,Ransomware,Banking,80.11,923911,Insider,Unpatched Software,Firewall,60,High,86.71,2020 & After,0.85
Germany,2024,Ransomware,Education,11.81,418893,Insider,Social Engineering,Firewall,31,Low,28.19,2020 & After,0.238
Germany,2016,Ransomware,Education,15.09,914593,Unknown,Weak Passwords,AI-based Detection,1,Low,16.5,Before 2020,0.457
Japan,2015,SQL Injection,Banking,20.69,344789,Unknown,Zero-day,AI-based Detection,69,Low,60.01,Before 2020,0.262
India,2019,DDoS,Telecommunications,36.86,116906,Insider,Social Engineering,VPN,7,Low,315.3,Before 2020,0.268
Australia,2019,Phishing,Education,10.87,812343,Insider,Social Engineering,Antivirus,16,Low,13.38,Before 2020,0.39
China,2017,Malware,IT,18.17,346390,Hacker Group,Weak Passwords,Firewall,36,Low,52.46,Before 2020,0.248
Brazil,2018,Phishing,IT,13.89,30925,Insider,Zero-day,Encryption,43,Low,449.15,Before 2020,0.096
UK,2017,DDoS,Government,15.63,663812,Nation-state,Zero-day,Antivirus,57,Low,23.55,Before 2020,0.359
Brazil,2020,Man-in-the-Middle,Government,32.72,220978,Nation-state,Zero-day,VPN,47,Low,148.07,2020 & After,0.285
UK,2021,DDoS,Banking,97.03,100486,Nation-state,Unpatched Software,Firewall,31,High,965.61,2020 & After,0.622
Russia,2023,SQL Injection,Education,75.63,195733,Nation-state,Weak Passwords,Antivirus,70,Medium,386.39,2020 & After,0.532
Japan,2023,Man-in-the-Middle,Healthcare,64.21,707978,Nation-state,Weak Passwords,VPN,41,Medium,90.69,2020 & After,0.669
Brazil,2018,Phishing,Healthcare,99.14,456432,Insider,Weak Passwords,Antivirus,66,High,217.21,Before 2020,0.778
Brazil,2016,Man-in-the-Middle,IT,75.51,37230,Unknown,Social Engineering,AI-based Detection,52,Medium,2028.2,Before 2020,0.468
UK,2015,DDoS,Government,11.68,890414,Nation-state,Unpatched Software,AI-based Detection,28,Low,13.12,Before 2020,0.426
France,2021,Malware,IT,33.84,440358,Nation-state,Social Engineering,Antivirus,5,Low,76.85,2020 & After,0.379
India,2022,Malware,Healthcare,38.89,400752,Insider,Unpatched Software,Antivirus,36,Low,97.04,2020 & After,0.394
France,2018,Phishing,Banking,89.77,134364,Nation-state,Zero-day,Antivirus,63,High,668.11,Before 2020,0.592
Germany,2017,DDoS,Telecommunications,15.01,406483,Insider,Weak Passwords,Antivirus,62,Low,36.93,Before 2020,0.253
Brazil,2018,SQL Injection,IT,98.38,661583,Insider,Social Engineering,Encryption,30,High,148.7,Before 2020,0.855
Russia,2015,SQL Injection,Education,23.49,642834,Unknown,Weak Passwords,Antivirus,34,Low,36.54,Before 2020,0.398
Brazil,2017,Ransomware,IT,9.43,493087,Hacker Group,Unpatched Software,Encryption,44,Low,19.12,Before 2020,0.254
Brazil,2021,Man-in-the-Middle,IT,97.37,966570,Nation-state,Weak Passwords,Antivirus,32,High,100.74,2020 & After,0.971
Russia,2022,Phishing,Telecommunications,73.26,687383,Nation-state,Weak Passwords,VPN,8,Medium,106.58,2020 & After,0.715
Germany,2020,Phishing,Retail,78.84,733304,Unknown,Weak Passwords,VPN,19,Medium,107.51,2020 & After,0.767
India,2023,Ransomware,Telecommunications,3.51,661681,Hacker Group,Weak Passwords,AI-based Detection,14,Low,5.3,2020 & After,0.286
France,2020,SQL Injection,IT,25.32,644538,Unknown,Social Engineering,Antivirus,57,Low,39.28,2020 & After,0.41
Germany,2015,Phishing,Banking,58.78,861637,Unknown,Social Engineering,VPN,15,Medium,68.22,Before 2020,0.697
Brazil,2016,SQL Injection,Telecommunications,73.76,393189,Unknown,Zero-day,Antivirus,37,Medium,187.59,Before 2020,0.6
France,2022,SQL Injection,Healthcare,27.06,999545,Hacker Group,Social Engineering,Encryption,47,Low,27.07,2020 & After,0.562
UK,2021,SQL Injection,IT,77.82,935572,Hacker Group,Social Engineering,Encryption,61,Medium,83.18,2020 & After,0.841
France,2016,Ransomware,IT,55.99,724608,Hacker Group,Social Engineering,Antivirus,21,Medium,77.27,Before 2020,0.626
Brazil,2024,DDoS,Banking,55.73,750979,Unknown,Social Engineering,AI-based Detection,30,Medium,74.21,2020 & After,0.635
India,2017,Malware,Telecommunications,7.44,552358,Nation-state,Weak Passwords,AI-based Detection,42,Low,13.47,Before 2020,0.266
Australia,2019,Phishing,Banking,37.07,902654,Insider,Social Engineering,Antivirus,9,Low,41.07,Before 2020,0.584
UK,2022,Ransomware,Healthcare,75.67,413293,Hacker Group,Zero-day,Antivirus,27,Medium,183.09,2020 & After,0.619
India,2024,Malware,Retail,56.19,114357,Insider,Zero-day,AI-based Detection,58,Medium,491.36,2020 & After,0.383
USA,2018,Malware,Government,70.53,363432,Hacker Group,Zero-day,AI-based Detection,40,Medium,194.07,Before 2020,0.569
Japan,2016,SQL Injection,Telecommunications,63.77,304618,Unknown,Unpatched Software,Antivirus,54,Medium,209.34,Before 2020,0.505
India,2022,SQL Injection,IT,32.73,153154,Hacker Group,Zero-day,VPN,37,Low,213.71,2020 & After,0.258
China,2022,Malware,Banking,21.87,741153,Insider,Social Engineering,Encryption,66,Low,29.51,2020 & After,0.428
Japan,2024,Man-in-the-Middle,Healthcare,72.08,261230,Insider,Social Engineering,VPN,19,Medium,275.93,2020 & After,0.537
UK,2023,SQL Injection,Telecommunications,53.82,688014,Unknown,Zero-day,Encryption,18,Medium,78.23,2020 & After,0.598
Australia,2018,DDoS,Education,3.3,45027,Unknown,Social Engineering,Antivirus,68,Low,73.29,Before 2020,0.038
Australia,2021,Malware,Banking,13.99,689681,Nation-state,Weak Passwords,AI-based Detection,62,Low,20.28,2020 & After,0.36
Germany,2024,Malware,Government,93.49,702688,Hacker Group,Unpatched Software,Antivirus,39,High,133.05,2020 & After,0.842
China,2016,Man-in-the-Middle,Banking,97.28,86038,Insider,Weak Passwords,Encryption,19,High,1130.66,Before 2020,0.618
Japan,2015,Malware,Education,17.19,899381,Insider,Unpatched Software,Firewall,66,Low,19.11,Before 2020,0.463
India,2023,Malware,IT,54.21,157667,Insider,Weak Passwords,VPN,34,Medium,343.83,2020 & After,0.388
UK,2021,Malware,Government,64.28,643714,Nation-state,Weak Passwords,VPN,25,Medium,99.86,2020 & After,0.643
USA,2023,Ransomware,Education,71.31,3607,Insider,Zero-day,AI-based Detection,7,Medium,19769.89,2020 & After,0.429
UK,2017,Phishing,Banking,52.31,259706,Hacker Group,Social Engineering,Antivirus,2,Medium,201.42,Before 2020,0.418
India,2021,Man-in-the-Middle,Retail,40.94,698921,Insider,Weak Passwords,Firewall,72,Medium,58.58,2020 & After,0.525
Brazil,2024,Ransomware,Government,32.21,482574,Nation-state,Unpatched Software,Firewall,22,Low,66.75,2020 & After,0.386
France,2017,DDoS,IT,20.44,618269,Nation-state,Weak Passwords,VPN,48,Low,33.06,Before 2020,0.37
Russia,2016,Ransomware,Government,59.66,854961,Unknown,Unpatched Software,AI-based Detection,7,Medium,69.78,Before 2020,0.7
Brazil,2019,SQL Injection,Education,56.33,595157,Unknown,Zero-day,Encryption,41,Medium,94.65,Before 2020,0.576
France,2016,SQL Injection,Government,2.24,813706,Hacker Group,Weak Passwords,VPN,54,Low,2.75,Before 2020,0.339
Brazil,2018,DDoS,Telecommunications,82.05,322527,Nation-state,Weak Passwords,Firewall,46,High,254.4,Before 2020,0.621
China,2024,DDoS,Healthcare,11.92,557016,Unknown,Zero-day,Firewall,34,Low,21.4,2020 & After,0.294
UK,2017,DDoS,Healthcare,54.83,966668,Hacker Group,Weak Passwords,AI-based Detection,15,Medium,56.72,Before 2020,0.716
France,2020,SQL Injection,Retail,36.17,813165,Nation-state,Unpatched Software,Antivirus,44,Low,44.48,2020 & After,0.542
France,2018,SQL Injection,Government,80.06,400807,Unknown,Weak Passwords,Firewall,67,High,199.75,Before 2020,0.641
Brazil,2023,Man-in-the-Middle,Retail,74.85,549300,Hacker Group,Weak Passwords,Antivirus,26,Medium,136.26,2020 & After,0.669
Brazil,2021,Ransomware,Government,74.01,956893,Unknown,Social Engineering,Antivirus,49,Medium,77.34,2020 & After,0.827
India,2015,SQL Injection,Government,46.2,245370,Insider,Social Engineering,AI-based Detection,57,Medium,188.29,Before 2020,0.375
Brazil,2017,Malware,IT,9.59,912731,Nation-state,Zero-day,Firewall,4,Low,10.51,Before 2020,0.423
USA,2017,Malware,Telecommunications,81.19,362085,Insider,Weak Passwords,VPN,5,High,224.23,Before 2020,0.632
Germany,2022,SQL Injection,Telecommunications,42.8,862664,Hacker Group,Zero-day,Firewall,44,Medium,49.61,2020 & After,0.602
China,2015,Ransomware,Telecommunications,32.65,313384,Insider,Social Engineering,Antivirus,51,Low,104.19,Before 2020,0.321
Russia,2018,Malware,Banking,17.99,593009,Unknown,Social Engineering,Firewall,27,Low,30.34,Before 2020,0.345
Germany,2023,SQL Injection,Banking,30.68,933754,Insider,Social Engineering,Firewall,36,Low,32.86,2020 & After,0.558
Japan,2015,DDoS,Government,82.12,55055,Hacker Group,Unpatched Software,VPN,44,High,1491.6,Before 2020,0.515
France,2020,SQL Injection,Education,94.63,481180,Hacker Group,Weak Passwords,AI-based Detection,10,High,196.66,2020 & After,0.76
Russia,2020,Man-in-the-Middle,Banking,54.03,110260,Unknown,Weak Passwords,VPN,66,Medium,490.02,2020 & After,0.368
USA,2020,DDoS,Government,10.54,741592,Insider,Social Engineering,VPN,69,Low,14.21,2020 & After,0.36
Russia,2020,Phishing,Education,34.41,928026,Unknown,Social Engineering,VPN,5,Low,37.08,2020 & After,0.578
Germany,2018,SQL Injection,Education,84.27,399014,Nation-state,Zero-day,Firewall,52,High,211.2,Before 2020,0.665
China,2018,Ransomware,Retail,35.08,42831,Hacker Group,Social Engineering,Antivirus,42,Low,819.03,Before 2020,0.228
UK,2018,Man-in-the-Middle,Healthcare,45.11,545613,Insider,Unpatched Software,VPN,25,Medium,82.68,Before 2020,0.489
Australia,2023,Man-in-the-Middle,Retail,92.57,813789,Nation-state,Unpatched Software,Antivirus,27,High,113.75,2020 & After,0.881
UK,2015,Ransomware,Banking,13.49,345825,Hacker Group,Zero-day,AI-based Detection,6,Low,39.01,Before 2020,0.219
UK,2016,Phishing,Education,8.42,29671,Insider,Unpatched Software,Encryption,61,Low,283.78,Before 2020,0.062
Australia,2020,Phishing,Government,92.5,34011,Insider,Unpatched Software,Firewall,9,High,2719.71,2020 & After,0.569
USA,2018,SQL Injection,Banking,63.8,341383,Nation-state,Weak Passwords,Antivirus,9,Medium,186.89,Before 2020,0.519
Japan,2020,Ransomware,Banking,40.86,565080,Unknown,Zero-day,Encryption,6,Medium,72.31,2020 & After,0.471
Germany,2019,Malware,Banking,79.24,862136,Hacker Group,Zero-day,VPN,44,Medium,91.91,Before 2020,0.82
Japan,2022,Man-in-the-Middle,Retail,37.15,241151,Hacker Group,Social Engineering,Antivirus,56,Low,154.05,2020 & After,0.319
India,2024,Man-in-the-Middle,Government,62.06,321158,Insider,Zero-day,VPN,37,Medium,193.24,2020 & After,0.501
France,2023,Phishing,Education,31.03,472386,Nation-state,Zero-day,Encryption,24,Low,65.69,2020 & After,0.375
UK,2015,Man-in-the-Middle,Healthcare,82.54,34240,Insider,Weak Passwords,Encryption,45,High,2410.63,Before 2020,0.509
USA,2019,Malware,Government,34.4,98018,Insider,Zero-day,VPN,55,Low,350.96,Before 2020,0.246
Japan,2024,Phishing,Education,72.2,555808,Unknown,Weak Passwords,AI-based Detection,4,Medium,129.9,2020 & After,0.656
UK,2021,SQL Injection,Healthcare,52.23,449333,Hacker Group,Unpatched Software,Encryption,39,Medium,116.24,2020 & After,0.493
